"source","target","weight"
340,845,4
322,845,3
747,845,3
72,845,2
613,845,1
29,845,3
328,845,1
201,848,4
25,848,6
692,848,4
121,848,4
221,848,6
794,849,1
682,849,1
440,849,1
393,849,5
465,849,2
470,849,1
415,849,5
469,849,1
823,849,4
365,849,1
159,849,1
221,849,2
79,849,4
118,850,1
121,850,3
316,850,1
547,850,2
692,850,3
772,850,4
29,850,1
804,850,1
204,850,4
743,850,1
812,850,2
221,850,2
240,850,3
542,850,3
402,850,1
280,850,1
25,850,4
79,850,2
6,850,1
773,873,1
542,873,1
745,873,1
266,876,2
302,876,4
430,876,2
541,876,1
18,876,1
29,876,1
678,876,1
751,876,5
197,876,4
365,876,2
745,876,1
457,876,1
316,876,2
40,876,6
755,876,8
194,876,2
198,876,1
6,876,3
258,876,32
475,876,13
446,876,4
168,876,1
305,876,1
201,876,5
543,876,1
60,876,1
242,876,3
79,876,1
676,876,2
469,876,2
25,876,2
340,876,2
441,876,2
765,876,2
221,876,8
240,876,18
440,876,13
443,876,1
246,876,1
682,876,1
285,876,2
275,876,4
790,876,2
204,876,2
330,876,1
326,876,1
458,876,1
247,876,6
402,876,1
17,876,1
466,876,9
692,884,10
685,884,20
275,884,1
240,884,1
90,884,1
40,884,3
693,884,6
121,884,6
40,885,3
221,885,2
743,885,1
25,885,5
692,885,4
693,885,1
121,885,4
298,885,1
542,885,1
25,886,4
624,886,5
678,886,1
541,886,1
542,886,3
330,887,1
74,887,2
246,887,1
773,887,1
452,887,1
420,887,1
250,887,1
281,887,2
326,887,1
240,887,11
340,887,6
675,887,1
542,887,2
40,887,3
237,887,1
222,887,2
221,887,1
29,887,7
82,887,2
676,887,2
175,887,1
201,887,2
453,887,1
25,887,2
755,887,1
285,887,4
547,887,3
402,887,2
365,887,8
148,887,3
765,887,2
401,887,1
242,887,1
809,887,1
440,887,1
60,887,2
415,887,1
768,887,1
558,887,1
421,887,2
411,887,1
393,887,1
58,893,1
266,893,1
180,893,1
221,893,1
365,893,2
299,893,5
481,893,3
330,893,1
90,893,1
40,893,2
601,893,7
25,893,4
219,893,1
284,893,1
547,893,1
258,894,1
542,894,2
541,894,2
692,894,2
753,894,2
121,894,2
25,894,11
221,894,2
79,894,1
790,894,1
60,894,2
743,894,1
87,894,1
676,898,1
92,898,2
894,898,2
613,898,2
679,898,5
826,898,5
171,898,2
326,898,5
440,898,3
54,898,1
18,898,2
201,898,1
457,898,1
28,898,1
790,898,1
876,898,1
6,898,1
390,898,2
204,898,3
416,898,2
675,898,1
330,898,1
284,898,1
819,898,2
87,898,2
413,898,3
293,898,2
60,898,4
448,898,2
547,898,6
240,898,7
678,898,3
221,898,10
246,898,1
316,898,10
79,898,4
615,898,5
830,898,1
251,898,1
542,898,2
42,898,1
25,898,14
179,898,2
208,898,2
40,898,5
765,898,3
365,898,11
29,898,7
81,898,1
80,898,1
893,898,1
469,898,1
340,898,1
304,898,1
175,898,4
760,898,1
438,898,9
71,898,2
90,898,1
409,898,3
78,898,3
317,898,2
784,898,1
137,898,2
773,898,2
560,898,1
453,898,1
159,898,1
437,898,5
476,898,1
408,898,4
401,898,1
41,898,1
91,898,2
842,898,3
452,898,2
258,898,4
458,898,1
887,898,1
402,898,3
319,898,8
506,898,1
466,898,1
898,899,3
87,899,2
204,899,1
413,899,1
810,899,2
81,899,1
439,899,1
240,899,2
25,899,1
755,899,2
274,899,2
89,899,1
308,899,4
558,899,2
326,899,1
365,899,4
319,899,3
812,899,1
423,899,1
615,899,1
438,899,3
678,899,2
221,899,2
298,899,1
679,899,1
443,899,1
547,899,1
192,899,1
396,899,1
330,899,1
316,901,1
401,901,1
87,901,1
898,901,7
402,901,2
58,901,1
29,901,3
887,901,1
322,901,1
679,901,1
240,901,9
221,901,1
416,901,2
248,901,1
437,901,2
678,901,2
438,901,2
91,902,1
760,902,1
899,902,4
439,902,1
90,902,1
89,902,1
755,902,1
438,902,2
679,902,3
316,902,1
240,902,1
613,902,2
898,902,3
221,902,3
678,902,4
251,902,1
768,907,1
319,907,1
25,907,8
542,907,1
443,907,2
175,907,1
440,907,2
18,907,1
547,907,2
420,907,6
201,907,2
275,907,1
121,907,2
423,907,1
280,907,2
737,907,1
402,907,1
316,907,17
328,907,3
466,907,4
246,907,1
442,907,2
751,907,6
179,907,1
329,907,9
221,907,18
330,907,1
754,907,4
771,907,2
70,907,1
413,907,3
29,907,1
40,907,1
340,907,10
240,907,2
206,907,4
886,907,1
765,907,2
288,907,2
558,907,2
195,909,4
175,909,1
560,909,1
393,909,1
898,909,1
623,909,2
826,909,1
40,909,3
82,909,3
171,909,2
76,909,1
755,909,4
682,909,2
270,909,2
423,909,1
812,909,1
258,909,1
811,909,3
6,909,2
692,909,3
736,909,1
250,909,1
215,909,1
420,909,2
172,909,1
201,909,1
444,909,1
576,909,1
443,909,4
18,909,1
413,909,5
365,909,6
676,909,2
292,909,2
901,909,1
687,909,1
29,909,2
466,909,2
240,909,11
121,909,3
547,909,7
439,909,2
25,909,3
318,909,1
78,909,1
285,909,2
265,909,1
237,909,1
329,909,2
330,909,2
452,909,1
542,909,4
221,909,17
553,909,1
79,909,5
316,909,2
416,909,2
248,909,1
246,909,2
319,909,2
49,909,1
543,909,3
765,909,1
887,909,1
409,909,1
179,909,5
839,909,3
793,909,2
460,909,3
417,909,1
90,909,4
437,909,1
326,909,5
679,909,6
558,909,1
614,909,1
823,909,1
325,909,1
448,910,2
240,910,1
208,910,2
121,910,1
907,910,1
201,910,1
898,910,1
884,910,3
685,910,2
221,910,4
40,910,2
452,910,2
440,910,2
40,911,7
315,911,1
18,911,7
119,911,7
271,914,5
79,914,10
790,914,4
901,914,1
793,914,1
80,914,1
794,914,5
448,914,6
438,914,3
238,914,2
459,914,5
541,914,6
806,914,1
237,914,2
805,914,1
222,914,1
624,914,5
111,914,1
307,914,3
272,914,1
687,914,3
810,914,4
118,914,1
543,914,6
251,914,3
446,914,1
305,914,1
148,914,2
614,914,3
18,914,5
506,914,1
893,914,6
60,914,2
239,914,4
453,914,4
409,914,1
196,914,2
736,914,5
24,914,6
753,914,6
884,914,2
481,914,8
396,914,1
819,914,3
151,914,2
40,914,31
601,914,13
255,914,1
81,914,2
580,914,1
410,914,3
319,914,14
743,914,4
907,914,7
137,914,3
737,914,3
204,914,8
735,914,7
240,914,59
236,914,2
366,914,1
261,914,1
613,914,2
175,914,1
122,914,1
257,914,4
215,914,1
415,914,6
158,914,3
445,914,3
784,914,1
615,914,1
469,914,2
444,914,5
457,914,5
29,914,24
876,914,9
576,914,5
197,914,4
326,914,16
623,914,2
440,914,14
275,914,5
422,914,1
403,914,1
842,914,2
902,914,3
911,914,7
274,914,3
678,914,8
679,914,19
361,914,1
119,914,1
910,914,6
217,914,2
78,914,8
558,914,7
676,914,16
830,914,6
420,914,1
192,914,2
450,914,1
542,914,10
286,914,1
553,914,1
547,914,26
899,914,9
811,914,1
848,914,4
909,914,4
677,914,1
692,914,15
202,914,1
299,914,6
402,914,6
809,914,2
894,914,4
180,914,2
476,914,3
208,914,22
369,914,2
839,914,3
466,914,11
241,914,7
200,914,5
206,914,8
88,914,1
365,914,30
179,914,2
25,914,66
682,914,7
452,914,8
223,914,6
898,914,19
413,914,4
812,914,2
87,914,12
219,914,2
443,914,5
246,914,8
316,914,2
755,914,14
82,914,2
887,914,3
265,914,6
76,914,1
823,914,2
693,914,1
715,914,1
800,914,3
820,914,2
74,914,2
298,914,2
754,914,1
116,914,1
437,914,5
308,914,10
91,914,4
850,914,3
121,914,30
826,914,2
138,914,3
416,914,4
560,914,11
303,914,1
54,914,6
244,914,1
92,914,4
370,914,1
211,914,4
62,914,1
886,914,2
579,914,1
89,914,9
804,914,2
393,914,1
313,914,3
330,914,7
284,914,6
248,914,2
685,914,6
258,914,6
105,914,3
242,914,8
72,914,1
411,914,1
401,914,2
278,914,3
216,914,2
454,914,6
885,914,7
585,914,7
247,914,3
266,914,1
417,914,1
280,914,1
475,914,1
135,914,18
94,914,4
302,914,3
41,914,1
201,914,24
221,914,159
474,914,1
90,914,14
765,914,9
308,915,3
755,915,1
823,915,1
240,915,1
542,915,1
25,915,1
263,915,1
29,915,1
899,915,1
420,916,1
221,916,1
25,916,3
443,916,1
799,916,3
445,916,1
440,916,1
393,916,1
466,916,1
459,916,1
58,916,1
914,916,5
830,916,1
208,916,2
622,916,1
914,917,5
676,917,1
40,917,1
916,917,6
171,918,1
415,918,2
90,918,4
402,918,2
326,918,9
444,918,1
553,918,1
201,918,4
330,918,1
626,918,1
678,918,2
327,918,1
687,918,2
25,918,2
91,918,1
215,918,1
280,918,1
329,918,1
264,918,2
580,918,1
340,918,1
679,918,1
87,918,1
830,918,1
361,918,2
909,918,3
18,918,1
196,918,2
390,918,1
466,918,1
443,918,1
244,918,2
452,918,1
62,918,2
793,918,1
820,918,1
547,918,2
590,918,1
914,918,8
755,918,3
365,918,3
221,918,13
242,918,2
765,918,1
240,918,5
319,918,3
469,918,3
823,918,4
456,918,6
89,918,1
246,918,1
455,918,2
263,918,1
576,918,1
194,918,2
41,918,1
898,918,2
408,920,1
765,920,7
466,920,1
614,920,1
252,920,2
460,920,1
6,920,1
221,920,8
25,920,4
914,920,2
402,920,2
415,920,1
179,920,3
330,920,3
72,920,2
410,920,1
747,920,3
793,920,1
255,920,1
200,920,4
811,920,2
547,920,9
78,920,1
329,920,2
470,920,1
840,920,5
266,920,1
409,920,1
755,920,4
751,920,1
543,920,3
316,920,3
82,920,3
288,920,2
202,920,1
116,920,6
29,920,5
452,920,3
420,920,5
258,920,2
340,920,1
401,920,2
393,920,1
240,920,7
737,920,3
361,920,1
242,920,2
91,920,1
247,920,1
541,922,1
240,922,2
547,922,2
116,922,3
334,922,1
420,922,1
894,922,2
79,922,2
201,922,2
204,922,2
25,922,3
506,922,2
148,923,1
442,923,2
326,923,1
79,923,2
678,923,2
73,923,1
459,923,1
736,923,2
579,923,1
81,923,4
390,923,1
447,923,1
421,923,2
445,923,2
393,923,1
221,923,4
365,923,2
804,923,1
29,923,2
812,923,7
887,923,1
201,923,1
194,923,1
850,923,2
465,923,1
914,923,1
329,923,2
285,923,3
25,923,2
246,923,3
676,923,1
734,923,1
614,923,1
811,923,1
443,923,1
682,923,2
773,923,1
223,923,2
74,923,2
415,923,1
240,923,2
886,924,1
849,924,2
768,924,2
806,924,1
221,924,2
201,924,1
765,924,2
241,924,2
547,924,4
734,924,1
914,924,9
25,924,3
456,924,1
240,924,3
734,926,1
55,926,1
298,926,1
221,926,5
91,926,5
18,927,1
914,927,4
365,927,1
201,927,1
60,927,1
755,927,1
258,927,2
221,927,4
330,927,2
340,927,1
240,927,3
876,927,1
743,927,1
138,927,1
547,927,1
692,927,1
261,927,2
579,927,1
76,927,1
206,927,8
444,927,4
87,927,1
40,927,2
25,927,2
242,927,1
820,927,1
403,927,1
410,928,1
138,928,1
201,928,3
120,928,2
558,928,2
18,928,1
299,928,3
192,928,2
280,928,2
737,928,1
240,928,1
119,928,1
893,928,1
6,929,2
453,929,2
240,929,2
29,929,7
135,929,3
443,929,3
71,929,1
682,929,2
117,929,1
745,929,1
280,929,1
196,929,1
292,929,1
119,929,1
800,929,1
326,929,1
274,929,1
898,929,6
914,929,12
298,929,1
901,929,2
456,929,4
200,929,1
317,929,1
916,929,2
850,929,1
361,929,1
329,929,1
734,929,5
145,929,1
285,929,6
258,929,1
902,929,6
457,929,1
812,929,3
923,929,1
830,929,2
452,929,1
899,929,4
221,929,10
40,929,2
736,929,1
192,929,3
194,929,5
469,929,2
327,929,1
25,929,1
79,929,2
841,929,1
204,929,2
737,929,1
676,929,2
678,929,6
201,929,1
547,929,4
918,929,4
422,929,1
848,929,4
171,929,1
402,929,1
246,929,3
839,929,1
330,929,1
801,929,2
18,929,1
765,929,2
692,929,1
917,929,1
440,929,5
790,929,1
755,929,4
316,929,3
230,929,1
476,929,1
175,929,3
295,929,1
455,929,3
121,929,1
29,933,2
422,933,1
401,933,1
393,933,2
887,933,2
811,933,1
923,933,2
25,933,1
752,933,3
907,933,1
246,933,2
90,933,3
221,933,6
755,933,3
413,933,2
40,933,1
240,933,2
244,933,1
542,933,1
676,933,1
918,933,2
914,933,5
201,933,2
402,933,1
242,933,1
87,933,3
76,935,2
765,935,3
25,935,2
736,935,2
558,935,1
914,935,5
60,935,2
393,935,1
876,935,6
755,935,5
241,935,1
240,935,5
814,935,1
842,935,1
365,935,13
811,935,1
201,935,1
29,935,4
445,935,1
244,935,1
242,935,3
242,937,1
87,937,1
789,937,4
240,937,2
933,937,2
547,937,2
413,937,1
255,937,1
679,937,1
340,937,4
765,937,1
887,937,2
918,937,2
809,937,1
768,937,1
88,937,1
914,937,2
326,937,3
89,937,2
201,937,1
90,937,2
246,937,4
221,937,3
60,937,1
175,937,1
40,937,1
576,937,1
319,937,1
675,937,1
819,938,2
766,938,2
244,938,1
547,938,1
221,938,1
675,938,1
767,938,1
734,938,1
768,938,1
25,938,1
755,938,1
71,938,1
765,938,4
40,938,3
240,938,1
6,938,1
935,938,1
914,938,1
365,938,3
543,938,1
842,938,1
221,939,1
914,939,2
626,939,1
58,939,1
219,939,2
927,939,1
678,939,1
819,939,1
886,939,1
415,939,1
111,939,2
89,940,2
82,940,4
29,940,1
914,940,4
803,940,4
920,940,1
413,940,1
615,940,5
910,940,1
839,940,1
481,940,1
410,940,1
221,940,8
90,940,1
937,940,1
240,940,3
765,940,1
200,940,6
916,940,3
625,940,3
542,940,1
909,940,1
222,940,2
917,940,2
614,940,2
18,940,2
676,941,1
159,941,4
221,941,6
615,941,1
423,941,2
438,941,2
328,941,2
316,941,1
250,941,1
280,941,1
274,941,4
420,941,1
240,941,4
614,941,1
272,941,1
75,941,1
148,941,1
842,941,1
914,941,2
118,941,1
753,941,1
542,941,1
258,941,1
560,941,1
326,941,2
745,941,1
25,941,1
201,941,2
236,941,1
201,943,1
914,943,13
40,943,1
898,943,1
221,943,7
753,943,1
585,943,1
453,943,1
29,943,1
440,943,1
89,943,5
365,943,1
469,943,1
216,943,2
940,943,6
393,944,4
814,944,1
819,944,1
678,944,1
221,944,11
25,944,9
237,944,5
280,944,2
935,944,2
246,944,1
909,944,2
78,944,2
242,944,3
412,944,2
560,944,1
910,944,1
918,944,1
547,944,2
743,944,1
293,944,2
41,944,1
940,944,1
423,944,1
849,944,4
316,944,1
830,944,1
914,944,9
90,944,1
240,944,3
823,944,1
326,944,3
298,944,1
179,944,1
876,944,3
201,944,7
734,944,1
330,944,1
443,944,1
755,944,4
841,944,2
401,944,1
415,944,3
79,944,2
29,944,2
402,944,1
171,950,2
258,950,14
408,950,2
475,950,6
473,950,4
340,950,1
821,950,3
158,950,4
204,950,3
330,950,1
440,950,49
159,950,1
18,950,4
547,950,6
476,950,3
197,950,10
442,950,3
682,950,6
216,950,4
206,950,6
558,950,1
361,950,1
316,950,5
474,950,3
914,950,14
755,950,8
393,950,4
29,950,7
298,950,5
457,950,9
899,950,1
326,950,1
284,950,9
211,950,6
179,950,2
471,950,1
458,950,2
423,950,3
201,950,26
840,950,1
907,950,2
240,950,11
745,950,3
266,950,1
430,950,14
842,950,3
751,950,3
198,950,3
401,950,2
79,950,1
448,950,3
626,950,1
248,950,2
809,950,4
221,950,26
460,950,11
935,950,2
40,950,13
466,950,60
445,950,15
94,950,2
678,950,4
25,950,2
876,950,22
28,950,4
453,950,40
459,950,6
208,950,52
676,950,12
929,950,3
943,950,1
839,950,10
121,950,1
238,950,24
365,950,11
765,950,6
209,950,5
242,950,1
790,950,18
415,950,1
175,950,4
137,950,3
450,950,6
285,950,2
443,950,20
447,950,1
71,950,1
81,950,2
462,950,4
812,950,1
444,950,3
417,950,1
6,950,4
402,950,6
454,950,2
771,950,1
17,950,5
823,950,2
898,950,2
469,950,6
60,950,2
446,950,9
194,950,2
465,951,1
676,951,3
413,951,1
172,951,1
41,951,1
839,951,1
269,951,1
950,951,7
340,951,5
244,951,1
201,951,2
29,951,3
258,951,4
765,951,2
18,951,1
90,951,1
460,951,8
469,951,1
221,951,4
558,951,2
876,951,2
402,951,4
736,951,1
209,951,1
914,951,3
437,951,1
171,951,1
40,951,1
907,951,1
842,951,1
70,951,1
443,951,1
204,951,1
241,951,1
316,951,5
6,951,1
240,951,13
453,951,1
445,951,1
755,951,3
270,951,1
60,951,2
326,951,2
830,952,1
443,952,1
430,952,12
445,952,1
197,952,9
340,952,1
914,952,3
25,952,1
916,952,1
459,952,1
755,952,1
208,952,2
950,952,6
440,952,1
951,952,3
466,952,1
240,952,2
284,952,3
444,952,2
950,953,13
197,953,1
258,953,9
6,953,1
876,953,3
440,953,6
211,953,12
914,953,6
40,953,6
94,960,7
239,960,7
558,960,7
737,960,7
914,960,7
258,960,7
678,961,2
898,961,1
755,961,2
547,961,2
676,961,2
914,961,2
476,961,2
453,961,2
221,961,4
813,961,2
794,961,2
40,961,1
806,961,4
682,961,2
876,961,1
365,961,2
458,961,1
794,962,4
547,962,4
678,962,4
813,962,4
676,962,4
929,962,1
950,962,1
365,962,4
961,962,8
453,962,4
476,962,4
907,963,8
305,963,5
222,963,2
950,963,2
175,963,18
201,963,8
429,963,3
29,963,7
558,963,1
772,963,1
316,963,10
794,963,2
18,963,1
240,963,1
475,963,6
221,963,18
302,963,20
751,963,5
137,963,1
440,963,28
754,963,2
79,963,4
196,963,1
476,963,1
54,963,4
790,963,5
450,963,1
457,963,14
458,963,3
455,963,3
330,963,12
465,963,1
876,963,14
682,963,9
168,963,5
914,963,7
840,963,1
206,963,4
402,963,5
211,963,2
961,963,8
737,963,8
466,963,4
755,963,4
543,963,5
25,963,10
40,963,3
204,963,1
809,963,1
446,963,1
676,963,1
953,963,6
441,963,7
560,963,1
543,965,2
370,965,1
558,965,1
772,965,5
40,965,2
240,965,1
204,965,3
765,965,25
580,965,1
137,965,1
221,965,3
914,965,2
303,965,1
547,965,1
768,965,6
361,965,1
73,965,3
737,969,2
254,969,2
465,969,1
404,969,1
401,969,1
929,969,1
208,969,1
40,969,4
963,969,1
547,969,7
747,969,5
623,969,2
25,969,7
446,969,1
678,969,2
920,969,2
918,969,2
274,969,3
914,969,20
812,969,1
736,969,5
755,969,3
326,969,1
457,969,1
466,969,2
41,969,1
90,969,1
820,969,3
850,969,3
901,969,1
365,969,24
937,969,1
472,969,4
751,969,1
458,969,2
625,969,1
441,969,2
215,969,1
408,969,1
950,969,4
58,969,1
201,969,17
390,969,3
197,969,2
443,969,3
909,969,6
800,969,2
242,969,2
216,969,3
60,969,1
204,969,7
369,969,1
295,969,4
366,969,5
765,969,6
18,969,1
715,969,1
543,969,2
159,969,5
898,969,3
202,969,1
455,969,3
409,969,1
240,969,17
29,969,6
814,969,1
826,969,1
423,969,1
876,969,1
241,969,2
221,969,20
933,969,1
87,969,3
745,969,1
78,969,2
135,969,1
275,969,3
476,969,1
55,969,1
819,969,1
340,969,6
448,969,2
923,969,1
444,969,2
790,969,1
944,969,1
735,969,1
393,969,4
940,969,1
79,969,4
804,969,2
676,969,2
179,969,20
298,969,1
330,969,1
246,969,2
887,969,1
422,969,1
415,969,8
622,969,2
255,969,1
6,969,1
402,969,1
811,969,1
416,969,1
200,969,4
542,969,7
89,969,2
935,969,1
440,969,5
909,970,1
197,970,1
201,970,3
340,970,2
58,970,1
216,970,3
898,970,2
246,970,3
40,970,1
914,970,9
541,970,1
89,970,1
404,970,1
415,970,1
258,970,2
754,970,2
87,970,2
223,970,2
687,970,1
401,970,2
613,970,1
929,970,2
933,970,3
409,970,1
139,970,2
200,970,2
159,970,1
969,970,11
240,970,16
402,970,1
901,970,1
221,970,24
25,970,11
280,970,1
752,970,1
393,970,1
330,970,2
841,970,1
319,970,6
416,970,2
543,970,1
765,970,2
547,970,2
274,970,3
887,970,1
175,970,1
29,970,4
920,970,1
755,970,7
396,970,2
845,970,1
800,970,1
240,972,2
920,972,1
201,972,2
826,972,1
613,972,2
547,972,2
823,972,1
402,972,3
29,972,1
241,972,1
25,972,2
820,972,1
970,972,3
969,972,2
255,972,1
736,972,3
246,972,1
678,972,1
221,972,3
159,972,2
40,973,4
201,973,3
242,973,1
676,973,1
909,973,1
200,973,1
736,973,1
474,973,1
790,973,1
415,973,2
940,973,1
547,973,1
811,973,1
221,973,2
408,973,1
543,973,1
272,973,1
972,973,2
969,973,7
679,973,2
29,973,1
682,973,1
25,973,4
927,976,1
914,976,3
676,976,1
805,976,1
18,976,2
54,976,1
547,976,1
92,976,2
679,976,2
340,976,1
365,976,1
91,976,1
898,976,1
766,977,1
543,977,2
117,977,3
221,977,4
201,977,2
622,977,1
275,977,4
755,977,2
754,977,2
70,977,2
72,977,1
90,977,1
401,977,2
92,977,2
340,977,16
240,977,2
614,977,2
676,977,1
88,977,1
679,977,2
767,977,3
737,977,2
204,977,5
765,977,8
91,1010,2
316,1010,2
240,1010,1
898,1010,2
438,1010,2
679,1010,6
613,1010,4
902,1010,2
54,1012,1
145,1012,1
29,1012,4
365,1012,2
614,1012,1
765,1012,3
70,1012,1
201,1012,1
137,1012,1
734,1012,1
240,1012,5
601,1012,2
55,1012,2
755,1012,1
60,1012,1
366,1012,1
179,1012,2
437,1012,2
204,1012,4
977,1012,3
72,1012,1
766,1012,1
926,1012,1
751,1012,1
841,1012,1
81,1012,1
402,1012,1
248,1012,1
969,1012,1
754,1012,1
767,1012,2
547,1012,2
298,1012,1
950,1012,2
258,1012,1
737,1012,1
340,1012,10
972,1012,2
736,1012,1
613,1012,1
280,1012,1
221,1012,4
25,1012,1
198,1013,1
969,1013,1
422,1013,1
506,1013,1
211,1013,2
823,1013,1
415,1013,1
735,1013,2
876,1013,1
40,1013,1
29,1013,2
416,1013,1
765,1013,4
340,1013,2
365,1013,2
240,1013,3
140,1013,1
443,1013,2
820,1013,1
90,1013,1
197,1013,2
221,1013,2
918,1013,1
204,1013,3
1012,1013,2
1010,1013,1
446,1013,2
736,1013,1
201,1013,1
208,1013,2
601,1013,1
914,1013,4
175,1014,1
821,1014,1
937,1014,1
408,1014,1
340,1014,2
211,1014,1
416,1014,1
1013,1014,1
887,1014,1
201,1014,1
914,1014,2
415,1015,3
262,1015,3
175,1015,1
40,1015,2
221,1015,1
734,1015,9
204,1015,6
553,1015,1
340,1015,7
365,1015,6
401,1015,1
408,1015,1
237,1015,1
308,1016,2
60,1016,2
221,1016,3
615,1016,2
340,1016,1
443,1016,1
1015,1016,3
366,1017,1
712,1017,1
415,1017,1
876,1017,1
137,1017,1
204,1017,2
771,1017,1
969,1017,1
18,1017,1
676,1017,1
240,1017,1
755,1017,1
765,1017,1
950,1017,1
340,1017,4
907,1017,1
221,1017,3
25,1017,1
369,1017,1
558,1017,1
201,1017,1
326,1017,1
175,1017,1
215,1017,1
246,1017,1
581,1018,1
453,1018,1
771,1018,1
340,1018,1
29,1018,5
179,1018,1
274,1018,2
736,1018,2
601,1018,1
676,1018,1
969,1018,2
221,1018,5
60,1018,1
422,1018,1
54,1018,2
82,1018,1
475,1018,1
914,1018,1
211,1018,4
614,1018,2
800,1018,1
823,1018,1
413,1018,1
1013,1018,1
443,1018,1
950,1018,1
715,1018,1
201,1018,2
87,1018,5
929,1018,1
240,1018,14
765,1018,2
204,1018,1
737,1018,1
459,1018,1
90,1018,3
970,1018,1
89,1018,2
1012,1018,2
242,1018,1
25,1018,1
266,1018,1
393,1018,2
440,1018,1
29,1032,1
326,1032,1
305,1032,1
365,1032,1
292,1032,1
809,1032,6
284,1032,5
157,1032,5
541,1032,1
558,1032,1
474,1032,1
814,1032,1
950,1032,1
413,1032,1
258,1032,1
935,1032,1
240,1032,2
140,1032,1
839,1032,1
446,1032,1
221,1032,2
460,1032,1
28,1032,1
466,1032,3
737,1032,1
211,1032,2
790,1032,2
402,1032,2
6,1032,2
542,1032,1
25,1032,1
476,1032,1
755,1032,1
914,1032,4
914,1043,2
40,1043,2
239,1043,3
950,1043,1
370,1043,1
272,1043,1
676,1043,3
929,1043,1
580,1043,1
240,1043,4
82,1043,1
258,1043,5
1017,1043,1
330,1043,1
292,1043,1
969,1043,1
420,1043,2
221,1043,1
771,1043,1
303,1043,1
81,1043,1
326,1043,1
25,1043,1
614,1043,2
615,1043,10
547,1043,1
137,1043,1
246,1043,1
765,1043,1
419,1043,1
558,1043,1
79,1043,3
242,1043,2
204,1043,2
898,1043,2
899,1043,1
78,1043,1
365,1043,1
71,1043,1
257,1043,3
755,1043,6
440,1063,1
678,1063,2
1016,1063,2
204,1063,1
175,1063,1
841,1063,4
810,1063,1
308,1063,1
734,1063,1
743,1063,2
765,1063,3
246,1063,1
365,1063,1
29,1063,2
944,1063,2
676,1063,1
25,1063,1
240,1063,3
950,1063,1
969,1063,1
272,1063,1
755,1063,1
340,1063,6
242,1063,2
1012,1063,1
211,1063,1
830,1063,2
898,1066,7
457,1066,4
308,1066,1
735,1066,1
90,1066,1
340,1066,73
929,1066,2
940,1066,1
72,1066,4
768,1066,5
737,1066,9
210,1066,15
421,1066,2
444,1066,4
771,1066,7
909,1066,1
1063,1066,7
907,1066,8
977,1066,8
767,1066,11
40,1066,11
712,1066,3
242,1066,3
675,1066,2
240,1066,20
62,1066,2
390,1066,1
274,1066,1
820,1066,1
422,1066,1
29,1066,20
1012,1066,12
82,1066,1
200,1066,4
209,1066,1
558,1066,1
1013,1066,4
198,1066,1
952,1066,2
1015,1066,8
365,1066,4
196,1066,2
316,1066,3
812,1066,1
262,1066,2
60,1066,14
41,1066,2
765,1066,63
221,1066,28
204,1066,31
805,1066,1
453,1066,4
459,1066,1
416,1066,1
784,1066,2
79,1066,7
28,1066,1
197,1066,2
179,1066,12
54,1066,8
304,1066,1
876,1066,2
330,1066,1
950,1066,6
55,1066,6
1018,1066,5
678,1066,8
284,1066,5
547,1066,14
811,1066,2
969,1066,8
1043,1066,1
244,1066,1
1017,1066,5
393,1066,2
830,1066,2
437,1066,1
753,1066,1
914,1066,12
230,1066,1
222,1066,1
951,1066,4
766,1066,4
819,1066,3
25,1066,10
734,1066,18
1016,1066,4
408,1066,3
172,1066,1
823,1066,4
175,1066,11
614,1066,4
826,1066,1
410,1066,1
71,1066,2
790,1066,1
70,1066,2
1032,1066,1
202,1066,1
755,1066,5
506,1066,2
839,1066,3
246,1066,1
140,1066,2
736,1066,12
265,1066,1
326,1066,3
745,1066,3
682,1066,19
76,1066,1
266,1066,1
976,1066,1
137,1066,1
298,1066,1
920,1066,1
590,1066,4
415,1066,3
899,1066,1
272,1066,1
334,1066,2
443,1066,10
615,1066,9
139,1066,2
472,1066,4
937,1066,2
581,1066,1
918,1066,4
821,1066,1
542,1066,1
401,1066,5
751,1066,3
887,1066,3
1014,1066,3
676,1066,3
543,1066,1
201,1066,28
440,1066,5
87,1066,1
402,1066,2
754,1066,2
450,1066,4
469,1066,3
736,1067,1
221,1067,9
450,1067,4
1066,1067,6
29,1067,4
209,1067,4
71,1067,1
393,1068,4
1018,1068,2
963,1068,8
28,1068,1
413,1068,1
734,1068,1
266,1068,1
914,1068,2
246,1068,1
961,1068,4
590,1068,1
1066,1068,2
340,1068,1
678,1068,1
29,1068,1
542,1068,2
415,1068,1
40,1068,2
614,1068,4
682,1068,2
240,1068,2
850,1068,2
404,1068,1
755,1068,2
221,1068,5
326,1068,1
206,1068,1
393,1069,1
240,1069,1
849,1069,1
445,1069,1
907,1069,1
211,1069,1
1068,1069,2
1014,1069,1
443,1069,1
221,1069,5
340,1069,5
820,1069,1
1066,1069,3
475,1069,1
1018,1069,1
459,1069,1
415,1069,1
469,1069,1
440,1069,1
581,1069,2
216,1070,3
206,1070,2
914,1070,3
469,1070,2
365,1070,2
682,1070,1
1066,1070,4
963,1070,2
755,1070,3
466,1070,1
457,1070,1
175,1070,2
840,1070,1
1012,1070,2
950,1070,1
340,1070,4
221,1070,2
204,1071,3
